rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
171,606192,Teoscar Hernandez,LAD,KC,2026-08-13T02:10:00Z,Scheduled,7,Daniel Lynch IV,663738,L,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",41.4,25.7,27.6,59.8,78.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.75,43.37,89.64,100.8313,0.4235,0.1787,0.3174,72.41,24.64,34.01,30.22,15.2,0.1706,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
172,687597,Jordan Beck,COL,AZ,2026-08-12T19:40:00Z,Scheduled,8,Merrill Kelly,518876,R,39.2,Longshot,Watch List,Projected Lineup,21.1,65.4,28.2,47.9,50.0,22.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","same-side matchup; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.8,31.71,86.63,98.3274,0.3348,0.115,0.2667,73.62,36.27,39.52,27.13,5.5,0.1454,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
173,621438,Tyrone Taylor,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,9,Jackson Kent,800600,L,39.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.0,41.2,28.2,40.2,78.0,37.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,1,"Last 7 games: 4/16, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.77,35.17,87.13,98.5979,0.4158,0.1693,0.3113,71.28,13.26,49.56,31.54,7.6,0.1968,,,,,,,,,Nationals Park,
174,621493,Taylor Ward,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,8,Will Warren,701542,R,39.1,Longshot,Watch List,Projected Lineup,32.3,47.2,38.2,47.9,50.0,4.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.17,39.48,89.26,99.4128,0.3975,0.1553,0.3379,68.8,4.23,32.96,29.66,15.7,0.1434,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
175,657041,Lane Thomas,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,7,Zac Thornton,804267,L,39.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.4,42.0,30.9,59.8,78.0,9.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,0,"Last 7 games: 2/11, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.99,38.86,88.99,99.5418,0.3399,0.1208,0.2934,72.56,23.82,42.26,24.6,8.2,0.1456,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
176,672386,Alejandro Kirk,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,3,Ranger Suarez,624133,L,38.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",24.2,18.0,30.4,92.1,78.0,43.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,0,Contact streak: 9/22 over last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.57,40.3,88.3,99.8439,0.389,0.1288,0.3163,71.87,20.14,27.75,22.25,7.3,0.1152,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
177,667472,Dane Myers,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,7,Luis Castillo,622491,R,38.9,Longshot,Watch List,Projected Lineup,27.1,53.9,27.6,59.8,50.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.84,37.59,89.93,99.356,0.3685,0.1344,0.3096,71.25,19.38,25.97,25.87,3.9,0.0931,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
178,663656,Kyle Tucker,LAD,KC,2026-08-13T02:10:00Z,Scheduled,6,Daniel Lynch IV,663738,L,38.9,Longshot,Watch List,Projected Lineup,34.2,25.7,27.6,71.7,50.0,56.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.65,38.79,89.19,98.8348,0.4214,0.157,0.3468,71.58,21.22,43.03,32.91,14.3,0.1588,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
179,670623,Isaac Paredes,HOU,SF,2026-08-12T19:45:00Z,Scheduled,3,,,,38.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",18.8,41.2,19.3,92.1,60.0,30.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.67,30.52,86.63,96.9947,0.3758,0.132,0.3214,67.81,7.64,51.79,31.08,16.5,0.1753,,,,,,,,,Oracle Park,
180,669134,Luis Campusano,SD,MIL,2026-08-12T20:10:00Z,Scheduled,6,Dustin May,669160,R,38.8,Longshot,Watch List,Projected Lineup,23.6,42.2,22.6,71.7,50.0,60.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,1,Contact streak: 10/25 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,40.43,88.29,99.058,0.3137,0.1127,0.3039,72.75,27.47,48.66,20.29,3.5,0.1414,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
181,703607,Henry Bolte,ATH,TB,2026-08-12T19:05:00Z,Scheduled,7,Drew Rasmussen,656876,R,38.7,Longshot,Watch List,Projected Lineup,37.2,29.4,30.9,59.8,50.0,37.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,48.5,91.0,104.4171,0.362,0.128,0.303,77.0,74.5,29.1,18.6,5.0,0.096,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
182,665966,Carlos Narvaez,BAL,MIN,2026-08-12T17:40:00Z,Scheduled,9,Zebby Matthews,805673,R,38.5,Longshot,Watch List,Projected Lineup,32.6,56.3,27.1,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,20,0,"Last 7 games: 2/20, 0 HR","same-side matchup; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.77,38.58,91.1,100.2197,0.339,0.1361,0.2748,72.02,19.53,31.46,30.8,6.6,0.1087,11.58,40.06,90.11,0.4463,0.1872,27.66,,,Target Field,
183,664761,Alec Bohm,PHI,STL,2026-08-12T18:15:00Z,Scheduled,8,Kyle Leahy,681517,R,38.3,Longshot,Watch List,Projected Lineup,29.7,54.3,22.1,47.9,50.0,19.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","same-side matchup; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.5,43.04,90.59,100.1515,0.3934,0.1348,0.3135,71.14,13.3,28.91,22.02,12.4,0.1283,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
184,695734,Daylen Lile,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,7,David Peterson,656849,L,38.3,Longshot,Watch List,Projected Lineup,32.7,37.4,28.2,59.8,50.0,29.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.51,38.21,88.62,98.8292,0.4259,0.1593,0.3235,70.5,8.52,40.8,33.04,13.2,0.1801,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
185,686797,Brooks Lee,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,6,Shane Baz,669358,R,38.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.4,38.8,27.1,71.7,75.0,39.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","switch hitter; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.33,33.81,87.97,97.4482,0.3418,0.1155,0.2764,69.92,8.42,42.48,28.02,16.7,0.1655,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
186,689414,Liam Hicks,TB,ATH,2026-08-12T19:05:00Z,Scheduled,5,Jack Perkins,678022,R,38.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.2,42.9,30.9,81.9,80.0,36.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,1,"Last 7 games: 5/21, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.74,27.98,84.74,96.1901,0.3465,0.0997,0.3122,68.03,3.72,42.24,24.57,12.3,0.1382,9.67,37.56,88.01,0.3832,0.1566,34.52,,,Sutter Health Park,
187,669242,Tommy Edman,LAD,KC,2026-08-13T02:10:00Z,Scheduled,4,Daniel Lynch IV,663738,L,37.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.9,25.3,27.6,90.4,75.0,8.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","switch hitter; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.55,37.73,88.58,99.655,0.39,0.1174,0.321,70.52,11.83,42.67,25.24,6.0,0.1367,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
188,699625,Jimmy Crooks,STL,PHI,2026-08-12T18:15:00Z,Scheduled,8,Zack Wheeler,554430,R,37.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",40.5,23.9,22.1,47.9,80.0,30.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.22,44.76,90.86,100.5287,0.3687,0.1697,0.2699,71.59,16.47,34.55,39.69,3.1,0.1376,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
189,656775,Cedric Mullins,TB,ATH,2026-08-12T19:05:00Z,Scheduled,7,Jack Perkins,678022,R,37.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.9,42.9,30.9,59.8,80.0,21.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.45,32.61,88.17,97.7912,0.3073,0.1208,0.261,70.82,8.59,45.39,31.52,14.2,0.1568,9.67,37.56,88.01,0.3832,0.1566,34.52,,,Sutter Health Park,
190,543760,Marcus Semien,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,7,Tyler Mahle,641816,R,37.6,Longshot,Watch List,Projected Lineup,25.9,37.0,30.9,59.8,50.0,53.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.08,35.28,87.04,97.6405,0.3943,0.1509,0.3082,68.57,3.13,46.35,31.51,14.3,0.1417,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
191,694378,Jacob Gonzalez,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,8,Janson Junk,676083,R,37.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.4,44.5,21.5,47.9,80.0,40.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.5,38.6,88.5,98.9324,0.39,0.134,0.307,71.0,12.9,43.5,28.7,5.0,0.147,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
192,802415,Chandler Simpson,TB,ATH,2026-08-12T19:05:00Z,Scheduled,3,Jack Perkins,678022,R,37.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",0.3,42.9,30.9,92.1,80.0,44.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,31,0,Contact streak: 13/31 over last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.0,14.71,84.02,92.9695,0.3087,0.0382,0.2739,64.66,0.58,27.71,12.86,0.0,0.0556,9.67,37.56,88.01,0.3832,0.1566,34.52,,,Sutter Health Park,
193,800325,Luis Lara,MIL,SD,2026-08-12T20:10:00Z,Scheduled,6,Robbie Ray,592662,L,37.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.8,45.5,22.6,71.7,75.0,13.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","switch hitter; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.5,38.6,88.6,98.0637,0.351,0.081,0.324,71.1,15.9,29.8,19.3,0.0,0.097,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
194,643289,Mauricio Dubon,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,6,Zac Thornton,804267,L,37.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.3,42.0,30.9,71.7,78.0,36.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.23,29.38,86.18,96.4559,0.3681,0.105,0.2997,68.8,3.61,32.1,24.95,9.1,0.128,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
195,571771,Enrique Hernandez,LAD,KC,2026-08-13T02:10:00Z,Scheduled,8,Daniel Lynch IV,663738,L,37.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",39.7,25.7,27.6,47.9,78.0,3.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.11,40.12,89.74,99.5161,0.4164,0.1744,0.3024,70.47,12.0,20.98,26.17,3.7,0.2155,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
196,694203,Denzer Guzman,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,7,Cal Quantrill,615698,R,37.2,Longshot,Watch List,Projected Lineup,25.6,48.5,28.2,59.8,50.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,11,0,"Last 7 games: 1/11, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.21,36.39,87.2,98.2337,0.3286,0.1169,0.256,73.36,32.96,42.7,26.36,4.1,0.1355,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
197,663968,Jake Mangum,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,1,Janson Junk,676083,R,37.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",6.8,43.3,21.5,88.7,75.0,40.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","switch hitter; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.14,29.48,86.18,96.7528,0.3367,0.0829,0.2858,67.51,3.73,27.65,15.63,3.7,0.0825,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
198,699302,Hector Rodriguez,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,6,Luis Castillo,622491,R,37.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.0,53.9,27.6,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,2,17,0,"Last 6 games: 2/17, 0 HR","platoon edge; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,27.3,85.1,94.3346,0.183,0.022,0.209,75.9,53.3,36.4,18.2,0.0,0.058,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
199,682622,Noelvi Marte,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,8,Luis Castillo,622491,R,37.0,Longshot,Watch List,Projected Lineup,22.6,53.9,27.6,47.9,50.0,25.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.44,32.31,88.15,99.2284,0.3459,0.1317,0.2627,72.57,29.05,44.71,21.69,8.4,0.1528,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
200,643446,Jeff McNeil,ATH,TB,2026-08-12T19:05:00Z,Scheduled,1,Drew Rasmussen,656876,R,36.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",11.8,29.4,30.9,88.7,80.0,34.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.23,31.78,86.57,96.5891,0.367,0.0971,0.3111,69.09,5.09,43.0,23.54,6.4,0.1036,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
201,669364,Xavier Edwards,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,2,Carmen Mlodzinski,669387,R,36.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",9.5,40.0,21.5,95.5,75.0,14.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","switch hitter; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.83,29.05,86.87,96.5811,0.3572,0.0942,0.3111,68.02,2.54,29.43,21.49,5.1,0.0945,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
202,663538,Nico Hoerner,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,6,Jackson Kent,800600,L,36.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.6,41.2,28.2,71.7,78.0,55.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.56,28.83,86.14,96.221,0.3798,0.0836,0.3241,68.33,1.83,33.29,21.98,7.0,0.1026,,,,,,,,,Nationals Park,
203,641680,Jonah Heim,ATH,TB,2026-08-12T19:05:00Z,Scheduled,6,Drew Rasmussen,656876,R,36.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.7,27.9,30.9,71.7,75.0,4.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","switch hitter; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.08,33.03,87.68,97.9915,0.3761,0.1438,0.2914,69.77,9.31,41.47,28.04,11.0,0.1666,6.58,36.09,88.71,0.3561,0.1271,22.96,,,Sutter Health Park,
204,682663,Agustin Ramirez,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,7,Carmen Mlodzinski,669387,R,36.3,Longshot,Watch List,Projected Lineup,28.3,40.8,21.5,59.8,50.0,22.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,0,"Last 7 games: 4/15, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.38,41.05,89.4,102.0093,0.3506,0.1175,0.2963,75.62,58.28,39.63,17.44,7.7,0.1288,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
205,696285,Jacob Young,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,8,David Peterson,656849,L,36.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.2,37.4,28.2,47.9,78.0,60.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,1,Contact streak: 8/20 over last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.05,33.43,88.16,98.1041,0.3787,0.116,0.3138,69.0,2.02,34.58,23.65,7.6,0.1302,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
